Timestamp,AFRDifference,BatteryVoltage,IgnitionTiming,CurrentDutyCycle,Load,IgnitionLoad,CoolantTemp,MAPSource,LambdaSensor1,ThrottlePosition,BaseFuel,BaseIgnition,RPM,TransientThrottleEnrichSensitivity,TransientThrottlePercentageAsync,RPM_delta,Load_delta,RPM_roll_avg,RPM_roll_std,DrivingStyle,Behaviour
06:17:55.688,27.0,12637.0,229.0,,432.0,432.0,,432.0,973.0,10.0,429.0,317.0,1398.0,2382.0,747.0,,,,,Neutral,Cruising
06:17:55.766,25.0,12668.0,230.0,38.0,431.0,431.0,3271.0,431.0,975.0,10.0,427.0,318.0,1396.0,2391.0,748.0,-2.0,-1.0,,,Neutral,Cruising
06:17:55.844,32.0,12621.0,229.0,39.0,433.0,433.0,3272.0,432.0,968.0,9.0,430.0,317.0,1403.0,2383.0,748.0,7.0,2.0,,,Neutral,Accelerating
06:17:55.922,34.0,12621.0,230.0,,433.0,433.0,3271.0,432.0,966.0,,431.0,318.0,1411.0,2380.0,746.0,8.0,0.0,,,Neutral,Accelerating
06:17:56.000,39.0,12668.0,231.0,39.0,431.0,431.0,3271.0,430.0,961.0,9.0,430.0,319.0,1408.0,2384.0,746.0,-3.0,-2.0,1403.2,6.379655163094627,Neutral,Cruising
06:17:56.078,38.0,12652.0,230.0,38.0,431.0,431.0,3272.0,,962.0,10.0,427.0,318.0,1395.0,2392.0,748.0,-13.0,0.0,1402.6,7.092249290598833,Neutral,Braking
06:17:56.234,32.0,12668.0,229.0,38.0,432.0,432.0,,431.0,968.0,10.0,428.0,317.0,1394.0,2393.0,748.0,-1.0,1.0,1402.2,7.596051605933174,Neutral,Cruising
06:17:56.313,36.0,12621.0,229.0,39.0,432.0,432.0,,432.0,964.0,9.0,430.0,317.0,1403.0,2380.0,747.0,9.0,0.0,1402.2,7.596051605933174,Neutral,Accelerating
06:17:56.391,37.0,12668.0,230.0,38.0,431.0,431.0,,431.0,963.0,10.0,428.0,318.0,1397.0,2391.0,748.0,-6.0,-1.0,1399.4,5.941380311005191,Neutral,Braking
06:17:56.500,37.0,,229.0,,432.0,432.0,,432.0,963.0,,428.0,317.0,1394.0,2386.0,748.0,-3.0,1.0,1396.6,3.781534080237849,Neutral,Cruising
06:17:56.578,34.0,12668.0,,,432.0,432.0,,431.0,966.0,,427.0,,1386.0,2401.0,749.0,-8.0,0.0,1394.8,6.140032573203519,Neutral,Braking
06:17:56.656,40.0,12621.0,229.0,38.0,434.0,434.0,3272.0,433.0,960.0,10.0,427.0,317.0,1384.0,2399.0,749.0,-2.0,2.0,1392.8,7.8549347546622,Neutral,Cruising
06:17:56.734,41.0,12668.0,230.0,37.0,431.0,431.0,3273.0,432.0,959.0,9.0,424.0,318.0,1385.0,2393.0,748.0,1.0,-3.0,1389.2,5.890670590009259,Neutral,Cruising
